y,y_pred
49375.5,47360.5544079626
22073.083333333332,23834.008557443507
24081.454545454544,20893.190326128155
36460.083333333336,41478.917945332825
29330.5,29715.64502007328
38307.63636363636,38538.099714018404
23329.6,26774.826788757928
41234.666666666664,35597.28148270305
